BIN,Complaint,Feedback,ChargebackFlag,Complaint_Encoded
396880,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
346483,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
815032,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
302274,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
816944,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
813872,Unauthorized Charge,I was charged without my knowledge!,1,6
455358,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
483598,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
366536,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
522669,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
426545,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
305852,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
116927,Unauthorized Charge,I was charged without my knowledge!,1,6
373629,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
816443,Fraudulent Transaction,Someone used my card fraudulently!,1,2
386533,Fraudulent Transaction,Someone used my card fraudulently!,1,2
548083,Fraudulent Transaction,Someone used my card fraudulently!,1,2
530832,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
432028,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
437673,Unauthorized Charge,I was charged without my knowledge!,1,6
505397,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
511184,Fraudulent Transaction,Someone used my card fraudulently!,1,2
641495,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
581950,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
432380,Fraudulent Transaction,Someone used my card fraudulently!,1,2
378875,Fraudulent Transaction,Someone used my card fraudulently!,1,2
304593,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
556932,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
627657,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
407719,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
811658,Fraudulent Transaction,Someone used my card fraudulently!,1,2
817083,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
494641,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
654300,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
420443,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
463136,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
428885,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
646068,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
503894,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
311458,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
545799,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
366425,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
370113,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
524703,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
547222,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
387751,Fraudulent Transaction,Someone used my card fraudulently!,1,2
392494,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
445173,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
363763,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
771358,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
379445,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
818721,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
550142,Unauthorized Charge,I was charged without my knowledge!,1,6
341217,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
468686,Unauthorized Charge,I was charged without my knowledge!,1,6
532252,Unauthorized Charge,I was charged without my knowledge!,1,6
429907,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
442804,Unauthorized Charge,I was charged without my knowledge!,1,6
587484,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
435137,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
368576,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
538433,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
492999,Unauthorized Charge,I was charged without my knowledge!,1,6
437816,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
810491,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
302654,Fraudulent Transaction,Someone used my card fraudulently!,1,2
626489,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
818163,Unauthorized Charge,I was charged without my knowledge!,1,6
582139,Unauthorized Charge,I was charged without my knowledge!,1,6
402066,Fraudulent Transaction,Someone used my card fraudulently!,1,2
401447,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
490531,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
507195,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
900683,Unauthorized Charge,I was charged without my knowledge!,1,6
771767,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
455493,Fraudulent Transaction,Someone used my card fraudulently!,1,2
383321,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
513200,Fraudulent Transaction,Someone used my card fraudulently!,1,2
403700,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
494418,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
305535,Unauthorized Charge,I was charged without my knowledge!,1,6
304198,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
199945,Unauthorized Charge,I was charged without my knowledge!,1,6
551030,Fraudulent Transaction,Someone used my card fraudulently!,1,2
584234,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
586135,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
476296,Fraudulent Transaction,Someone used my card fraudulently!,1,2
414818,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
588324,Unauthorized Charge,I was charged without my knowledge!,1,6
402091,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
473922,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
250051,Unauthorized Charge,I was charged without my knowledge!,1,6
538715,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
570322,Fraudulent Transaction,Someone used my card fraudulently!,1,2
309397,Fraudulent Transaction,Someone used my card fraudulently!,1,2
415538,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
486575,Unauthorized Charge,I was charged without my knowledge!,1,6
380109,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
625162,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
623092,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
360635,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
633469,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
543011,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
625237,Unauthorized Charge,I was charged without my knowledge!,1,6
103439,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
499780,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
640680,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
362661,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
384325,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
811786,Unauthorized Charge,I was charged without my knowledge!,1,6
658234,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
395682,Unauthorized Charge,I was charged without my knowledge!,1,6
430210,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
398109,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
511646,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
386411,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
465422,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
426000,Unauthorized Charge,I was charged without my knowledge!,1,6
592427,Unauthorized Charge,I was charged without my knowledge!,1,6
528363,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
521857,Unauthorized Charge,I was charged without my knowledge!,1,6
453003,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
584561,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
589881,Fraudulent Transaction,Someone used my card fraudulently!,1,2
357886,Unauthorized Charge,I was charged without my knowledge!,1,6
584311,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
492431,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
655018,Unauthorized Charge,I was charged without my knowledge!,1,6
316716,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
771328,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
604380,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
651923,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
111278,Unauthorized Charge,I was charged without my knowledge!,1,6
399588,Fraudulent Transaction,Someone used my card fraudulently!,1,2
558025,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
386633,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
626305,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
444394,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
384530,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
399803,Unauthorized Charge,I was charged without my knowledge!,1,6
355870,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
592529,Fraudulent Transaction,Someone used my card fraudulently!,1,2
644634,Fraudulent Transaction,Someone used my card fraudulently!,1,2
340414,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
581600,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
459658,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
817958,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
477775,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
364296,Unauthorized Charge,I was charged without my knowledge!,1,6
911164,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
351570,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
494645,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
432204,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
818304,Fraudulent Transaction,Someone used my card fraudulently!,1,2
402032,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
444938,Fraudulent Transaction,Someone used my card fraudulently!,1,2
413921,Unauthorized Charge,I was charged without my knowledge!,1,6
465605,Fraudulent Transaction,Someone used my card fraudulently!,1,2
452505,Unauthorized Charge,I was charged without my knowledge!,1,6
421621,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
100682,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
560548,Fraudulent Transaction,"I reported fraud, but no action taken!",1,2
539743,Unauthorized Charge,I was charged without my knowledge!,1,6
437871,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",1,2
178183,Unauthorized Charge,"I raised a dispute, but no resolution yet!",1,6
656515,Unauthorized Charge,Unauthorized transaction detected on my account.,1,6
